name,lat,lon,type,id,amenity,shop,tourism
"Elika Pastanesi","39.9727773","32.8928216","node","4854040042","","pastry",""
"Misbaşak","39.890586","32.8292121","node","4874739503","","bakery",""
"Muse","39.8650564","32.8594971","node","4886017500","cafe","",""
"Pide MAX","39.8645535","32.8593885","node","4886017502","restaurant","",""
"Atakent Pide & Kebap","39.9735566","32.6313268","node","4929861627","restaurant","",""
"Çıtır Simit","39.8769303","32.8820665","node","4930524422","cafe","",""
"Karikatür Bi Kafe Eryaman","39.981549","32.6476062","node","4945102951","cafe","",""
"Paşam Simit Cafe","39.9367694","32.8984118","node","4958100789","cafe","",""
"C'viz","39.9864465","32.6466206","node","4978557425","cafe","",""
"Döner Çek","39.9862274","32.646823","node","4978557427","fast_food","",""
"Dürüm Çek","39.9862415","32.6469009","node","4978557428","fast_food","",""
"Take and Go","39.8255498","32.7772415","node","4989994803","restaurant","",""
"Roma Tiyatrosu","39.9418381","32.8604726","node","4993196022","","","attraction"
"Globica","39.8924144","32.8748551","node","4999877121","cafe","",""
"SARMA DONER","39.9510307","32.6332974","node","5027288037","restaurant","",""
"Bursu Pastanesi","39.9510863","32.6333151","node","5027288038","restaurant","",""
"Zeydinoğlu Adana Sofrası","39.905823","32.6480005","node","5063999656","restaurant","",""
"SE&FA Piknik","39.958814","32.7877008","node","5113770301","fast_food","",""
"Kolej-IN","39.8236185","32.7760709","node","5123947181","cafe","",""
"Balabankara Restoran","39.9791643","32.6239447","node","5213720546","restaurant","",""
"Venice Italian Pizza Delivery (VIP)","39.9786795","32.6261547","node","5213725128","restaurant","",""
"Cakes & Bakes Freshly Baked","40.11457","32.9913962","node","5216819521","cafe","",""
"Meze Evi","39.8932849","32.8789872","node","5248865097","restaurant","",""
"Cakes&Bakes","40.1146892","32.9907957","node","5250329923","cafe","",""
"Saray Pide Kebap","39.9707665","32.9584566","node","5262266525","restaurant","",""
"Yeni Çardak Sofrası","39.9673399","32.9505353","node","5262267122","restaurant","",""
"Döngeller Konağı","39.9751585","32.9586529","node","5262291121","restaurant","",""
"Escape","39.8710933","32.6811779","node","5281953550","nightclub","",""
"Rutil Kafe","39.8966378","32.7755038","node","5282104274","cafe","",""
"Süvari Kahvesi","39.9695652","32.7179879","node","5282117647","cafe","",""
"ROR caffee and roestery","39.922096","32.8254192","node","5289332049","cafe","",""
"% Arabica","39.9320289","32.8255082","node","5289332050","cafe","",""
"Arabica Kahve Evi","39.9243744","32.8258074","node","5289334132","cafe","",""
"Bolu Mangal Keyfi","39.8797535","32.6844478","node","5293873969","restaurant","",""
"Kahveci Efendi","39.8731271","32.6888212","node","5295540353","cafe","",""
"Trend Kafe","39.896311","32.7014503","node","5295568325","cafe","",""
"Classics","39.9219077","32.8257447","node","5300714822","pub","",""
"Tual pastanesi","39.8681329","32.821418","node","5321292778","cafe","",""
"Mado","39.8822655","32.6854571","node","5321925247","cafe","",""
"Timboo Kafe","39.8824511","32.6858424","node","5321925248","cafe","",""
"Lou Cafe Bistro","39.8825149","32.6860011","node","5321925249","cafe","",""
"Newcastle","39.8825871","32.6861382","node","5321925250","pub","",""
"Tahtakale Kahvecisi","39.9329546","32.8665571","node","5327387722","cafe","",""
"Domino's Pizza","39.8735548","32.6627029","node","5358135422","fast_food","",""
"Burger and Pizza Cook","39.8734633","32.6647534","node","5358138722","fast_food","",""
"Starbucks","39.874167","32.6494969","node","5358145221","cafe","",""
"T chibo","39.8826449","32.6851245","node","5358150623","cafe","",""
"Arabica","39.8708538","32.6875237","node","5358150624","cafe","",""
"Selinin Yeri","39.9334876","32.6486718","node","5378199646","cafe","",""
"Cafe Bistro","39.9382661","32.639846","node","5378221137","cafe","",""
"Almina Cafe","39.9464096","32.641981","node","5378234206","cafe","",""
"Kuğu Heykeli","39.9355855","32.6467726","node","5378493524","","","artwork"
"Dinazor Maketi","39.9359598","32.6458553","node","5378493526","","","attraction"
"Kahvaltilar","39.8780432","32.8754815","node","5398100424","cafe","",""
"Kahve Sokağı","40.0362213","32.9012246","node","5426804321","cafe","",""
"Vegisso","39.9138253","32.8633096","node","5481153421","restaurant","",""
"Padam Coffee Shop","39.9026958","32.8596101","node","5492875922","cafe","",""
"Cennetkuşu Kebap","39.8799171","32.6877572","node","5505912824","restaurant","",""
"CANBERK GIDA","39.9494578","32.7681019","node","5563896248","","bakery",""
"UNTAŞ GIDA","39.9494821","32.7686402","node","5563976359","","bakery",""
"ŞAN İSKENDER","39.9494877","32.7688123","node","5564021722","restaurant","",""
"ÇİLEK","39.949117","32.7682999","node","5564531864","","bakery",""
"NAR RESTAURANT","39.9489945","32.7686646","node","5564810763","restaurant","",""
"Usta Dönerci","39.9792043","32.6251409","node","5580995621","fast_food","",""
"Kakule Kahve","39.9148879","32.85798","node","5606738321","cafe","",""
"Cafe Kıraç","39.9149256","32.8583441","node","5607501223","restaurant","",""
"Butik's","39.842663","32.5452097","node","5611483249","cafe","",""
"Su @","39.8425677","32.5448171","node","5611483250","fast_food","",""
"Doy Doy","39.977932","32.8714546","node","5629517321","fast_food","",""
"Anıt Lezzet","39.9207176","32.8399015","node","5681740522","restaurant","",""
"İpek Fırın","40.2249885","33.0249507","node","5762300536","","bakery",""
"Misbaşak","39.8704909","32.6450524","node","5782103344","","bakery",""
"Kocahan","40.1847571","31.3501258","node","5849520986","","","attraction"
"Kuş Cenneti","40.1069221","31.5991709","node","5849527885","","","attraction"
"Nil Bar","39.9174474","32.857542","node","5906412486","bar","",""
"Cakes & Bakes","40.1159309","32.9938956","node","5943515154","cafe","",""
"Onur Pide Kebap","40.1305749","33.0863207","node","6132686899","restaurant","",""
"Nadir Kebap","40.1306686","33.0864478","node","6132686900","restaurant","",""
"Köfteci Bodur","40.1306028","33.0867236","node","6132686904","restaurant","",""
"Adıyaman Çiğ Köftecisi","40.1304764","33.0868238","node","6132740284","fast_food","",""
"Tea Co","39.8801055","32.6878835","node","6150374821","cafe","",""
"Köfteci Denis","39.9325524","32.718739","node","6175323504","restaurant","",""
"Kare Çarşı","39.9327474","32.8218752","node","6187774886","cafe","",""
"Numune Unlu Mamülleri","39.9358735","32.8983706","node","6204996045","","pastry",""
"Numune Unlu Mamüller","39.9345409","32.8950506","node","6222364179","","bakery",""
"Yeni Kebap 9","39.9347255","32.8949743","node","6222365211","fast_food","",""
"Melita","39.934771","32.8949602","node","6222367263","","pastry",""
"Mimar Sinan","39.9303454","32.8551269","node","6250867666","","","artwork"
"Pişkin Fırın","39.9352473","32.6313872","node","6253449216","","bakery",""
"Yanar Döner'is","39.9354787","32.8942862","node","6256013405","restaurant","",""
"Hat Döner","39.8427951","32.5446843","node","6273385004","fast_food","",""
"Speed Games","39.8480028","32.8566581","node","6286924929","","","theme_park"
"Home Kitchen","39.8477096","32.8568122","node","6294792349","restaurant","",""
"Rpublique","39.8687652","32.8580743","node","6308884636","pub","",""
"Lübnan","39.8672129","32.8570417","node","6308884637","restaurant","",""
"Ankara Ocakbaşı","39.8673859","32.8567278","node","6308884638","restaurant","",""
"Mesele","39.867497","32.8567654","node","6308884639","restaurant","",""
"Çengel","39.8676123","32.8577135","node","6308884643","bar","",""
"Kemal Kurdaş Heykeli","39.8942699","32.7831843","node","6310461017","","","artwork"
"Ankara Halk Ekmek Büfesi","39.9669132","32.7318211","node","6313723817","","bakery",""
"Ankara Halk Ekmek Büfesi","39.968478","32.7264726","node","6313833388","","bakery",""
"Koala Café","39.9067845","32.8618714","node","6315712786","cafe","",""
"Baran Restaurant","39.9669351","32.7368333","node","6315881864","restaurant","",""
"Ankara Halk Ekmek Büfesi","39.9706861","32.7459572","node","6316021254","","bakery",""
"Yaprak Dönercisi","39.9693405","32.7456561","node","6316042919","fast_food","",""
"Künefeci Şahin Usta","39.9682698","32.7463362","node","6316061955","","bakery",""
"Yaprak Dönercisi","39.9648833","32.7472585","node","6316103324","fast_food","",""
"f451","39.909278","32.8608238","node","6320313885","cafe","",""
"Aşiyan Pastanesi","39.9313559","32.8767831","node","6321572856","cafe","",""
"Oranlı Cafe","39.9315748","32.8757719","node","6321623142","cafe","",""
"Çankaya Lezzet Dünyası","39.8816724","32.8730726","node","6321697604","","bakery",""
"Tuğba","39.9317735","32.8761781","node","6323689014","","confectionery",""
"Oranlı Cafe","39.9333883","32.8789406","node","6323689022","cafe","",""
"Hazar Unlu Mamuller","39.821345","32.5711133","node","6325956846","restaurant","",""
"Polatlı Simitçisi","39.5787273","32.1499804","node","6340660823","","bakery",""
"Mangalcızade","39.9101689","32.7666235","node","6341772157","restaurant","",""
"Tukuaz Halk Etmek","39.8123511","32.5734062","node","6342353539","","bakery",""
"Kırk Fırın","39.990054","32.6432985","node","6352695590","","bakery",""
"İl Forno","39.9900937","32.6428154","node","6352695785","restaurant","",""
"Yemekhane","39.9356644","32.8297027","node","6362871521","cafe","",""
"Baklavacı Karagöz","39.9222493","32.8572342","node","6363469218","cafe","",""
"Seyir Çay Evi","39.9223059","32.8575164","node","6363469220","cafe","",""
"Kahveci Ezgizade","39.9220791","32.8568745","node","6363469222","cafe","",""
"Öncü Döner","39.922173","32.8568327","node","6363469227","fast_food","",""
"Starbucks","39.9899219","32.6430773","node","6370116885","cafe","",""
"Kahve Dünyası","39.9898162","32.6432066","node","6370116886","cafe","",""
"Yamaçevler","39.8964933","32.8812302","node","6373382228","","","artwork"
"Simon Bolivar","39.8654049","32.8617045","node","6373571990","","","artwork"
"İsmet İnönü","39.8948948","32.8617134","node","6380758587","","","artwork"
"Mustafa Kemal Atatürk","39.8828057","32.8576139","node","6380820362","","","artwork"
"Cafe Point","39.7815183","32.820167","node","6383359748","cafe","",""
"Kebo","39.9187996","32.8277314","node","6389718214","fast_food","",""
"Matbaa","39.9304888","32.8561671","node","6402213614","cafe","",""
"C'viz","39.9026668","32.8602697","node","6407890028","cafe","patisserie",""
"Kesginler","39.9034839","32.860176","node","6407890034","restaurant","",""
"Hayat Ev Yemekleri","39.8822222","32.8738036","node","6407900606","restaurant","",""
"Sema Çay Salonu","39.8813019","32.8728896","node","6411224356","cafe","",""
"Simit Sarayı","39.9193581","32.855045","node","6420536979","cafe","bakery",""
"Gobitte","39.9191527","32.8553286","node","6420536982","fast_food","",""
"SR Döner","39.9194703","32.8555698","node","6420538085","fast_food","",""
"ÇaySimit","39.9194876","32.8557091","node","6420538088","cafe","",""
"Alaros","39.919495","32.8557685","node","6420538089","cafe","",""
"Atlas Sanat Galerisi","39.8969494","32.8581697","node","6433295765","","","gallery"
"Beyoğlu","39.9001012","32.8029616","node","6477840771","","bakery",""
"Taxi Bar","39.9012307","32.810129","node","6477866458","bar","",""
"Hüdaverdi","39.90063","32.8052714","node","6481493908","cafe","",""
"Sahra","39.9008736","32.8039242","node","6508691771","cafe","",""
"Tiritçi Servet","39.9132781","33.2352814","node","6514141909","fast_food","",""
"Quick China","39.8830514","32.6856194","node","6556951138","restaurant","",""
"Berins Kafe","39.8802059","32.6873523","node","6556991486","cafe","",""
"Komagene Çiğköfte","39.8799642","32.6873889","node","6556991487","fast_food","",""
"Franco Burger","39.8801654","32.6876389","node","6556991488","fast_food","",""
"Köroğlu","39.8720782","32.6881453","node","6557006292","restaurant","",""
"Simit Sarayı","39.9228984","32.8552328","node","6557915166","cafe","bakery",""
"Little Green","39.9222417","32.8289041","node","6573061287","cafe","",""
"Route 66","39.9277584","32.826691","node","6573076885","bar","",""
"Bosporus Döner","39.9731482","32.6594703","node","6673480864","restaurant","",""
"Fameo Caffè","39.8835214","32.7571167","node","6680666902","cafe","",""
"Turistik Demirciler Çarşısı","40.1683594","31.920264","node","6711701085","","","attraction"
"İnözü Vadisi","40.1785115","31.9195806","node","6712164385","","","attraction"
"Tuz Gölü","39.0741473","33.4116873","node","6734636886","","","viewpoint"
"Zigana Pide","39.9234709","32.8174718","node","6762386988","restaurant","",""
"Doğuş Simit Cafe","39.9668721","32.8736203","node","6766019412","cafe","",""
"Midyeci Ahmet","39.9248217","32.8252038","node","6782670885","restaurant","",""
"Ciğerci Bahattin","39.917643","32.8171292","node","6797454785","restaurant","",""
"Vedat Dalokay Kokteyl ve Nikah Salonu","39.9263663","32.8614297","node","6821671202","bar","",""
"Retrox Pub","39.9082477","32.8586449","node","6821713268","bar","",""
"VegAnka","39.9104131","32.8581962","node","6821713284","restaurant","",""
"Amelie's Garden Succulent & Cofee","39.900313","32.8575571","node","6855907479","cafe","",""
"Yosun Pastanesi","39.9660205","32.808905","node","6873791133","","pastry",""
"Şehrize Mantı","39.927067","32.8468371","node","6873843409","restaurant","",""
"Urfa Kervan Pide ve Kebap Salonu","39.9669721","32.808963","node","6874096453","restaurant","",""
"Özler Döner","39.9662286","32.8091128","node","6874096458","restaurant","",""
"Ekrem Coşkun Döner","39.9660778","32.8102077","node","6874096462","restaurant","",""
"Enderun Kitap Kafe","39.9316736","32.866714","node","6898196186","bar","",""
"Fikrim","39.9151758","32.857208","node","6908297126","bar","",""
"Kafka","39.9151778","32.8573696","node","6908297127","bar","",""
"Orta Dünya","39.9179191","32.8586229","node","6908297128","bar","",""
"Route","39.9170615","32.8576126","node","6908297130","bar","",""
"Bernardo O'Higgins Riquelme","39.9008659","32.8575478","node","6943710569","","","artwork"
"Domino's","39.8766269","32.8257844","node","6982634623","fast_food","",""
"Keko","39.9493872","32.8525275","node","7003952985","restaurant","",""
"Durdu Usta","39.9169204","32.8174691","node","7074597590","restaurant","",""
"Grano Coffee & Sandwiches","39.9174123","32.8166286","node","7074604086","cafe","",""
"Gülçimen Aspava","39.9163496","32.8172431","node","7074604185","restaurant","",""
"Coffee Project","39.917353","32.8175164","node","7074604286","cafe","",""
"Kalenderoğlu Kebap","39.8971076","32.6383867","node","7078308252","restaurant","",""
"Oskar Pastanesi","39.8981629","32.6441996","node","7078363929","restaurant","",""
"Süleymanoğlu Pide Kebap","39.8939298","32.6468254","node","7085595542","restaurant","",""
"Firin","39.9887985","32.8498183","node","7099427685","","bakery",""
"Çobanoğlu lokantası","39.8286444","32.8377159","node","7099427785","restaurant","",""
"Mutlu Lokantası","39.9028602","32.8529716","node","7111859184","restaurant","",""
"Meşhur Ciğerci Apo","39.9483882","32.8439609","node","7121872194","restaurant","",""
"Deniz Çay Salonu","39.5377261","32.6091764","node","7138594731","cafe","",""
"Balıkçı Halil Faros","39.8714048","32.6901","node","7166002009","restaurant","",""
"Ara Sıcak","39.8923986","32.8579272","node","7197330885","restaurant","",""
"Last Penny Büklüm","39.9094911","32.8598458","node","7212639285","bar","",""
"Liman Kitap Kafe","39.9093775","32.8104251","node","7272936085","cafe","",""
"Emirgan çayevi","39.9256779","32.8474906","node","7291326485","cafe","",""
"Otantik","40.0005476","32.7662528","node","7627059619","restaurant","",""
"Seval Pastanesi","39.9407999","32.9001252","node","7677217331","cafe","",""
"Usta Tantuni","39.9127209","32.7679572","node","7706067657","restaurant","",""
"Köroğlu İşkembecisi","39.8953511","32.7039139","node","7842199338","restaurant","",""
"Starbucks","39.8951556","32.7037825","node","7842199339","cafe","",""
"Newcastle","39.895703","32.7041258","node","7842254023","cafe","",""
"OT","39.8955775","32.7040453","node","7842254024","cafe","",""
"Funda","39.8946309","32.7038683","node","7842254025","","pastry",""
"Daghan's Shisha Lounge","39.9029144","32.7040373","node","7865088689","bar","",""
"Samsun Pide Evi","39.8824386","32.8392972","node","7878361615","restaurant","",""
"Germeç Piliç","39.8917855","32.841511","node","7922758910","restaurant","",""
"Arabica","39.8847553","32.8529419","node","7948369786","cafe","",""
"şaşmaz market tekel bayii","39.9305588","32.7159448","node","7972856409","fast_food","",""
"Sedat Demir tatlıcısı (SD)","39.983206","32.8754595","node","8032263985","","confectionery",""
"Kale Kapısı ve Saat Kulesi","39.9377387","32.8636557","node","8143642956","","","attraction"
"İnsanın Yükselişi","39.929756","32.8645304","node","8147891769","","","artwork"
"Muzaffer Sarıözen Anıtı","39.932638","32.8528239","node","8150769225","","","artwork"
"Çınar Saklıbahçe","39.9319166","32.8663838","node","8150906684","cafe","",""
"Eylül Kafe","39.9195015","32.8558327","node","8153025265","cafe","",""
"Vengo Kafe","39.9191019","32.8585336","node","8153025266","cafe","",""
"Savoy Bistro","39.918854","32.8559446","node","8153025272","bar","",""
"Çamaltı pastane","39.9978286","32.8108803","node","8199484924","","pastry",""
"Halk Ekmek","39.9984601","32.810322","node","8199484925","","bakery",""
"Neva Pastane","40.0002831","32.8098164","node","8208419408","","pastry",""
"Komagene","40.0103455","32.8997302","node","8215211968","fast_food","",""
"Özlem Pide Restoran","39.9231635","32.8057219","node","8338590165","restaurant","",""
"Ekşi Maya","39.922985","32.8039266","node","8338703627","restaurant","",""
"Fatih Dondurma","39.7919817","32.8119777","node","8376032903","ice_cream","",""
"Serince Çiğ Köfte","39.7879476","32.8350827","node","8376089815","fast_food","",""
"Volkan Piknik","39.8691307","32.6857426","node","8393932801","fast_food","",""
"Volkan Piknik","39.9230219","32.8502695","node","8393962905","fast_food","",""
"Ayaküstü Kahve","39.9109197","32.8202541","node","8432954217","cafe","",""
"Başkent Unlu Mamüller","39.9246371","32.8509752","node","8442863705","","bakery",""
"Müjgân 100. yıl","39.8954924","32.797741","node","8506547888","bar","",""
"Komagene","39.9826059","32.851411","node","8521001717","fast_food","",""
"CoffeeLab","39.9232981","32.8554392","node","8549773229","cafe","",""
"Kruvasanre","39.9060413","32.8628766","node","8602811318","","bakery",""
"Pheru Coffee","39.9167734","32.8192591","node","8621073867","cafe","",""
"Kronotrop","39.9118366","32.8564128","node","8658535422","cafe","",""
"Gupse Fırın & Cafe","39.9271356","32.8189065","node","8715773617","cafe","",""
"Atatürk Büstü","39.9636265","32.8692137","node","8731214915","","","artwork"
"Efsane Döner","40.2047916","32.6801243","node","8762274545","restaurant","",""
"Ankara Halk Ekmek","40.2047844","32.6802618","node","8762358149","","bakery",""
"Dondurmacımmm","40.006961","32.8628961","node","8807727966","restaurant","",""
"Mitaa","39.8115871","32.4693284","node","8870978717","","","artwork"
"Cimbom Kebap","39.9724888","32.7467757","node","8888592830","fast_food","",""
"Uzay Cafe & Piknik","39.9289385","32.8224071","node","8930666717","restaurant","",""
"Hezarfen Olgunlar","39.9148792","32.856816","node","8954532217","bar","",""
"Starbucks","39.9229858","32.8554666","node","8954619262","cafe","",""
"Pulp Fiction","39.9103785","32.8595372","node","8969322918","bar","",""
"Tost Makinem","39.9132534","32.856683","node","8969329817","fast_food","",""
"Çiçek Lokantası","39.9100052","32.7984817","node","8972429118","restaurant","",""
"Arabica Coffee House","39.8818626","32.6858823","node","8973632036","cafe","",""
"مطعم سلطان بغداد","39.8728661","32.8599805","node","8996339717","restaurant","",""
"Atatürk Büstü","39.9809743","32.8275655","node","9026595646","","","artwork"
"Muddy Waters","39.9162534","32.8580772","node","9049971617","bar","",""
"Burger King","39.919926","32.8562752","node","9216413483","fast_food","",""
"Kahveci Hacibaba","39.9203824","32.8564279","node","9216429188","restaurant","",""
"Dürüm Aspava","39.920467","32.8563847","node","9216458436","restaurant","",""
"Niyokki Vista","39.830393","32.7344135","node","9218291745","restaurant","",""
"Rüyam","39.9151753","32.8623872","node","9230573701","cafe","",""
"Uygur Mutfaği","39.9149695","32.8593714","node","9235395883","restaurant","",""
"Niyokki Armada","39.9130099","32.8083383","node","9260333137","restaurant","",""
"Niyokki Tepe Prime","39.9086591","32.7551535","node","9260333138","restaurant","",""
"Elfida Kahvecim","39.975392","32.9722526","node","9290845544","cafe","",""
"Diva Pastanesi","39.9759394","32.970661","node","9290871660","restaurant","",""
"Coffee Lab","39.9181992","32.8572978","node","9291724426","cafe","",""
"Ömer Aybak Adıyaman Çiğ Köftecisi","39.9182418","32.8627836","node","9315159152","restaurant","",""
"Otau Orta Asya Mutfağı","39.9184796","32.8627373","node","9315159165","restaurant","",""
"Sarkaç Cafe","39.9179088","32.859178","node","9318426308","cafe","",""
"İrene Kültür Evi","39.918044","32.859107","node","9318426309","cafe","",""
"Kajun Bring More","39.9167269","32.8580133","node","9318426311","restaurant","",""
"% Arabica","39.9164708","32.8581259","node","9318426312","cafe","",""
"Quito Coffee","39.9161221","32.8582641","node","9318426315","cafe","",""
"Berlin Cafe & Bar","39.9162322","32.8584009","node","9318426316","bar","",""
"Black Fish Cafe","39.9167449","32.8587422","node","9318510617","cafe","",""
"Bizim Lokanta Tavukçusu","39.9191362","32.8627552","node","9318510624","restaurant","",""
"Simit Kafe","39.918887","32.858659","node","9320777719","cafe","",""
"Kitapça","39.9189893","32.858598","node","9320777722","cafe","",""
"Baklavacı Şemsettin","39.9186622","32.8600323","node","9320777746","restaurant","",""
"Boğaziçi Pastanesi","39.9182644","32.8584615","node","9320777751","cafe","pastry",""
"Antakya Efsanesi","39.9183321","32.858687","node","9320777752","restaurant","",""
"Kantin","39.8926669","32.7817239","node","9320989392","fast_food","",""
"Kantin","39.8913601","32.7824823","node","9320989393","fast_food","",""
"Olgunlar Simitçisi","39.9149485","32.8579234","node","9321226802","cafe","",""
"Nazım Hikmet Kültür Merkezi","39.9158321","32.8571282","node","9321286533","bar","",""
"Granma Pub","39.9152766","32.8571784","node","9321286534","bar","",""
"Khatoon Bağdat Restoranı","39.9165418","32.8552111","node","9324322417","restaurant","",""
"Mama's burger","39.9049797","32.8603794","node","9373020740","fast_food","",""
"29 MUTLU Kebap","39.9110847","32.8608034","node","9392980676","restaurant","",""
"Tarihi Sariyer Börek & Simıt Cafe","39.9111024","32.8603294","node","9392985024","cafe","",""
"Gümüşhane Ekmeği","39.9102907","32.8623045","node","9392988116","","bakery",""
"Sahel Restoran","39.9147964","32.8582836","node","9392990027","restaurant","",""
"Mareşal Atatürk Anıtı","39.9247272","32.8547407","node","9396947281","","","artwork"
"Urfalım","39.9562562","32.8329078","node","9415338488","restaurant","",""
"torta maestro","39.9565442","32.8328559","node","9415338492","","pastry",""
"Beyaz Pasta Kafe & Bistro","39.9568874","32.8336122","node","9415338504","","pastry",""
"Umut Döner","39.9570071","32.833684","node","9415338505","restaurant","",""
"Karafırın Unlu Mamuller","39.9557941","32.833223","node","9415338515","","bakery",""
"Kavurmacı Hacı","39.9585821","32.8343541","node","9415342027","restaurant","",""
"Mis Gurme Ev Yemekleri","39.9584839","32.8342883","node","9415342029","restaurant","",""
"Meşhur Adıyaman Çiğköftecisi Ömer Aybak","39.9583678","32.8342196","node","9415342031","restaurant","",""
"Çılgın Köfteci, Köfte, Pide - Kebap Salonu","39.9557624","32.8341073","node","9415342033","restaurant","",""
"Küçük Cafe","39.958786","32.8353121","node","9421173085","cafe","",""
"Tuğram Yufka","39.9579846","32.8330464","node","9421173112","restaurant","",""
"Elvan Pide ve Kebap Salonu","39.9558992","32.8322599","node","9421178821","restaurant","",""
"Korelee","39.9098235","32.8588559","node","9424866439","restaurant","",""
"Cennetkuşu Çukurambar","39.8986413","32.8116629","node","9443897632","restaurant","",""
"Kahve Dünyası","39.9696526","32.8230768","node","9483202189","cafe","",""
"Starbucks","39.9696255","32.8224329","node","9483202190","cafe","",""
"Öz Fıstıkoğlu","39.9813558","32.8056433","node","9483777930","","confectionery",""
"köfteci","39.7822818","32.8144394","node","9502384202","fast_food","",""
"Arjantin Döner Lahmacun","39.7838093","32.8104471","node","9502384545","fast_food","",""
"Coffee&Study","39.783799","32.81072","node","9502384546","cafe","",""
"Çengel Cafe","39.7838775","32.8100256","node","9502384547","cafe","",""
"Burger King","39.7871304","32.8088693","node","9502384710","fast_food","",""
"Domino's","39.7878593","32.8092988","node","9502384719","fast_food","",""
"Kocatepe Cafe","39.7869172","32.8071307","node","9502384880","cafe","",""
"kafein cafe","39.7874173","32.8065156","node","9502776611","cafe","",""
"01 adana dürün","39.7871755","32.8069749","node","9502776616","fast_food","",""
"Cumhuriyet Çorbacısı","39.7875029","32.808585","node","9502776742","restaurant","",""
"Domino's","39.7910053","32.8271004","node","9503303785","fast_food","",""
"Emek Ankara","39.9048724","32.852698","node","9503624217","cafe","",""
"Belkishan Künefe","39.7894539","32.8095949","node","9505875322","","pastry",""
"Saruhan Çiğköfte","39.7999581","32.8062704","node","9505875395","restaurant","",""
"25 Saat Fırın","39.8015261","32.8046846","node","9505875402","","bakery",""
"beduna fırın","39.7956286","32.8022484","node","9505875425","","bakery",""
"Göl Aspava","39.7953964","32.8022565","node","9505875426","restaurant","",""
"Milli Fırın","39.7950039","32.8023738","node","9505875427","","bakery",""
"koloreççi","39.7886827","32.8046658","node","9505875453","fast_food","",""
"halk ekmek","39.7910783","32.8058741","node","9505875454","","bakery",""
"Öncü Döner Gölbaşı","39.7830736","32.8104826","node","9509043020","fast_food","",""
"Lokum Kebab","39.7518754","32.8052911","node","9509043082","restaurant","",""
"Reynata Ev Yemekleri & Doğal İçecekler","39.9199889","32.8517054","node","9511231564","restaurant","",""
"ışıkdak döner","39.7906442","32.8108546","node","9513222142","fast_food","",""
"kadayıfçı abdullah","39.7916493","32.8120443","node","9513222143","restaurant","",""
"Altın Mekân","39.9481191","32.83486","node","9559173237","restaurant","",""
"Dalyan Food and Drink","39.9050773","32.8601874","node","9568486234","restaurant","",""
"Ratu Burger House","39.8980957","32.8492417","node","9572998617","restaurant","",""
"Smit Cafe","39.8932","32.8470006","node","9572998717","restaurant","",""
"Kebap Lahmacun","39.8998145","32.8492039","node","9572998917","fast_food","",""
"Hocalı Şehitleri Anıtı","39.9710385","32.8285625","node","9575899968","","","artwork"
"Meşhur Gülçimen Aspava ESAT","39.9064932","32.8665804","node","9599039242","restaurant","",""
"Meral'in Mutfağı","39.8954912","32.8388905","node","9608483605","restaurant","",""
"Ekrem Coşkun","39.9507883","32.8368108","node","9661819676","restaurant","",""
"Yöresel Türk Mutfağı","39.8967695","32.8055783","node","9669708540","restaurant","",""
"OTTO Lounge","39.9020556","32.810164","node","9669713419","restaurant","",""
"Köseoğlu çöp şiş","39.9854558","32.7431943","node","9669715973","restaurant","",""
"Çukurağa Sofrası","39.9166218","32.8187585","node","9689419637","restaurant","",""
"Dayi Kürek Lahmacun (Emek)","39.9169219","32.8196201","node","9689419638","restaurant","",""
"Ciğerci Aydın","39.9325757","32.842709","node","9695697217","restaurant","",""
"Yemekhane","39.7797135","32.8175862","node","9714470837","cafe","",""
"Zenith","39.8958205","32.7977588","node","9805666717","bar","",""
"Rakun","39.8957327","32.7977305","node","9805666817","bar","",""
"Meşhur Ciğerci Apo","39.894763","32.7037138","node","9806051218","restaurant","",""
"Kocatepe Cafe","39.7890775","32.8094296","node","9815561257","cafe","",""
"Pizza Venüs Gölbaşı","39.7873767","32.8089862","node","9815561261","fast_food","",""
"Başak Ekmek Ve Unlu Mamuller","39.7883162","32.8095336","node","9815561262","","bakery",""
"Erciyes Börek Gölbaşı","39.7887132","32.8097751","node","9815561263","","pastry",""
"Komagene","39.7886715","32.8097517","node","9815561264","fast_food","",""
"Pan çiğ köfte","39.7898033","32.8098665","node","9815561276","fast_food","",""
"Come.pany Coffee","39.8582464","32.6525717","node","9817709709","cafe","",""
"Namzet Pastanesi","39.7916037","32.8082876","node","9818011244","","pastry",""
"Ayyıldız Ev Yemekleri","39.7843046","32.8069589","node","9819135553","restaurant","",""
"Anakent Ekmek Fırını","39.7927679","32.8166519","node","9819146898","","bakery",""
"15 temmuz şehitler anıtı","39.8031502","32.8144194","node","9820129312","","","artwork"
"Fırıncı Bey","39.7932022","32.8168609","node","9822770604","","bakery",""
"Sefa Kahvaltı Evi","39.9219245","32.8438112","node","9858068817","cafe","",""
"Hanzade Lounge","39.9228904","32.8639093","node","9867848736","cafe","",""
"Ergür 2 Market","39.9739961","32.8034485","node","9871240117","","confectionery",""
"Simitçi kahvaltı - kafe","39.8966557","32.7059092","node","9890964817","cafe","",""
"Clinic Coffee","39.8825527","32.6851684","node","9903697105","cafe","",""
"Bosco","39.9140996","32.8079705","node","9906059055","cafe","",""
